Param,Prime,Step,Compile Time,Setup Time,Witness Time,Proof Time,Verify Time,Proof Size,Proving Key Size,Verification Key Size,Witness Size
256,3877,100,51.174159360,29.033368779,11.719013782,27.905603523,.026968760,82323,1097251696,182153,103601968
256,3881,100,51.174159360,29.033368779,11.760723196,27.800100330,.025449707,82323,1097251696,182153,103601968
256,3889,100,51.174159360,29.033368779,11.662984038,27.815540501,.026745238,82323,1097251696,182153,103601968
65536,3727,100,51.174159360,29.033368779,11.698402651,28.990775847,.026099055,82323,1097251696,182153,103601968
65536,3733,100,51.174159360,29.033368779,12.262807869,27.821632074,.025684451,82323,1097251696,182153,103601968
65536,3739,100,51.174159360,29.033368779,11.691242807,27.718895301,.027432679,82323,1097251696,182153,103601968
65536,3761,100,51.174159360,29.033368779,11.679412442,27.810258964,.026287770,82323,1097251696,182153,103601968
65536,3767,100,51.174159360,29.033368779,11.680616695,28.135583130,.026885820,82323,1097251696,182153,103601968
65536,3769,100,51.174159360,29.033368779,11.738154042,28.002811925,.026144613,82323,1097251696,182153,103601968
65536,3779,100,51.174159360,29.033368779,11.912327226,27.858821169,.027499308,82323,1097251696,182153,103601968
65536,3793,100,51.174159360,29.033368779,11.721219677,28.188194500,.027101959,82323,1097251696,182153,103601968
65536,3797,100,51.174159360,29.033368779,11.742066774,28.074955259,.026153781,82323,1097251696,182153,103601968
65536,3803,100,51.174159360,29.033368779,12.521213805,27.949494320,.026311857,82323,1097251696,182153,103601968
65536,3821,100,51.174159360,29.033368779,11.640798767,29.261655867,.028157955,82323,1097251696,182153,103601968
65536,3823,100,51.174159360,29.033368779,11.769062409,27.909236858,.026409767,82323,1097251696,182153,103601968
65536,3833,100,51.174159360,29.033368779,12.019004672,27.801970405,.026359110,82323,1097251696,182153,103601968
65536,3847,100,51.174159360,29.033368779,11.725828670,28.026102022,.025941079,82323,1097251696,182153,103601968
65536,3851,100,51.174159360,29.033368779,11.774481670,27.794552430,.025533870,82323,1097251696,182153,103601968
65536,3853,100,51.174159360,29.033368779,11.733121762,27.957869690,.024729422,82323,1097251696,182153,103601968
65536,3863,100,51.174159360,29.033368779,11.876394880,27.879713618,.025931701,82323,1097251696,182153,103601968
65536,3877,100,51.174159360,29.033368779,11.723405794,28.768079102,.025410070,82323,1097251696,182153,103601968
65536,3881,100,51.174159360,29.033368779,11.770686005,27.999371684,.024950670,82323,1097251696,182153,103601968
65536,3889,100,51.174159360,29.033368779,11.741339617,27.889849109,.026141868,82323,1097251696,182153,103601968
16,3907,100,52.408176605,29.812037084,11.874874316,27.652842855,.039237761,82323,1097251696,182153,103601968
16,3911,100,52.408176605,29.812037084,11.767151554,27.823176939,.075351024,82323,1097251696,182153,103601968
16,3917,100,52.408176605,29.812037084,11.778100114,27.605382841,.027650794,82323,1097251696,182153,103601968
16,3919,100,52.408176605,29.812037084,11.735368116,27.746238697,.070048714,82323,1097251696,182153,103601968
16,3923,100,52.408176605,29.812037084,11.776298870,27.763968214,.027612119,82323,1097251696,182153,103601968
16,3929,100,52.408176605,29.812037084,11.803557995,27.895754710,.050804890,82323,1097251696,182153,103601968
16,3931,100,52.408176605,29.812037084,11.881302291,27.922061190,.021728711,82323,1097251696,182153,103601968
16,3943,100,52.408176605,29.812037084,11.678290104,27.757336553,.029667385,82323,1097251696,182153,103601968
16,3947,100,52.408176605,29.812037084,11.763181797,28.000482999,.048034959,82323,1097251696,182153,103601968
16,3967,100,52.408176605,29.812037084,11.784602181,27.739929460,.026497548,82323,1097251696,182153,103601968
16,3989,100,52.408176605,29.812037084,11.624533371,27.741545935,.028714928,82323,1097251696,182153,103601968
16,4001,100,52.408176605,29.812037084,11.746009301,27.727053193,.027597942,82323,1097251696,182153,103601968
16,4003,100,52.408176605,29.812037084,11.651247519,27.735107059,.029570476,82323,1097251696,182153,103601968
16,4007,100,52.408176605,29.812037084,11.769982463,27.747508786,.029110385,82323,1097251696,182153,103601968
16,4013,100,52.408176605,29.812037084,11.759410595,27.919901573,.029590595,82323,1097251696,182153,103601968
16,4019,100,52.408176605,29.812037084,11.726639713,27.986971660,.060590604,82323,1097251696,182153,103601968
16,4021,100,52.408176605,29.812037084,11.791089459,27.923014609,.027716541,82323,1097251696,182153,103601968
16,4027,100,52.408176605,29.812037084,11.691019797,27.602647794,.063448154,82323,1097251696,182153,103601968
16,4049,100,52.408176605,29.812037084,11.896046970,27.663170279,.027838358,82323,1097251696,182153,103601968
16,4051,100,52.408176605,29.812037084,11.858298387,27.814027289,.029723293,82323,1097251696,182153,103601968
256,3907,100,52.408176605,29.812037084,11.760256306,27.994000182,.027805084,82323,1097251696,182153,103601968
256,3911,100,52.408176605,29.812037084,11.739880217,28.195694844,.063181919,82323,1097251696,182153,103601968
256,3917,100,52.408176605,29.812037084,11.747017837,28.040687838,.029837956,82323,1097251696,182153,103601968
256,3919,100,52.408176605,29.812037084,11.790072228,28.101058095,.041110171,82323,1097251696,182153,103601968
256,3923,100,52.408176605,29.812037084,11.739650040,28.022036113,.031189035,82323,1097251696,182153,103601968
256,3929,100,52.408176605,29.812037084,11.863746982,27.895483310,.030946455,82323,1097251696,182153,103601968
256,3931,100,52.408176605,29.812037084,11.814553647,27.785808352,.028964311,82323,1097251696,182153,103601968
256,3943,100,52.408176605,29.812037084,11.792993702,27.765789667,.026981517,82323,1097251696,182153,103601968
256,3947,100,52.408176605,29.812037084,11.699073805,27.685387919,.031694665,82323,1097251696,182153,103601968
256,3967,100,52.408176605,29.812037084,11.878745032,27.885808691,.030204155,82323,1097251696,182153,103601968
256,3989,100,52.408176605,29.812037084,11.674652090,27.802060425,.030569553,82323,1097251696,182153,103601968
256,4001,100,52.408176605,29.812037084,11.867864806,27.983449836,.028033486,82323,1097251696,182153,103601968
256,4003,100,52.408176605,29.812037084,11.804127362,28.107687874,.031587397,82323,1097251696,182153,103601968
256,4007,100,52.408176605,29.812037084,11.841609581,27.941528325,.059046500,82323,1097251696,182153,103601968
256,4013,100,52.408176605,29.812037084,11.839628268,28.138954269,.035718077,82323,1097251696,182153,103601968
256,4019,100,52.408176605,29.812037084,11.730760486,27.956847497,.053761763,82323,1097251696,182153,103601968
256,4021,100,52.408176605,29.812037084,11.877710548,27.954666158,.030743030,82323,1097251696,182153,103601968
256,4027,100,52.408176605,29.812037084,11.940519003,27.871309410,.042867068,82323,1097251696,182153,103601968
256,4049,100,52.408176605,29.812037084,11.717172479,28.020971803,.031076587,82323,1097251696,182153,103601968
256,4051,100,52.408176605,29.812037084,11.834018651,28.005787541,.054919828,82323,1097251696,182153,103601968
65536,3907,100,52.408176605,29.812037084,11.838586810,27.911509979,.029990551,82323,1097251696,182153,103601968
65536,3911,100,52.408176605,29.812037084,11.735614036,28.130191447,.029485451,82323,1097251696,182153,103601968
65536,3917,100,52.408176605,29.812037084,11.864463414,28.059429672,.031649728,82323,1097251696,182153,103601968
65536,3919,100,52.408176605,29.812037084,11.877511603,28.170868740,.032004907,82323,1097251696,182153,103601968
65536,3923,100,52.408176605,29.812037084,11.710460746,27.947336897,.062202528,82323,1097251696,182153,103601968
65536,3929,100,52.408176605,29.812037084,11.793438210,27.932004433,.029369627,82323,1097251696,182153,103601968
65536,3931,100,52.408176605,29.812037084,11.712218708,27.908806163,.032269379,82323,1097251696,182153,103601968
65536,3943,100,52.408176605,29.812037084,11.738750522,28.000771259,.028919334,82323,1097251696,182153,103601968
65536,3947,100,52.408176605,29.812037084,11.668223694,27.968140741,.027941958,82323,1097251696,182153,103601968
65536,3967,100,52.408176605,29.812037084,11.785429442,27.768691667,.028273161,82323,1097251696,182153,103601968
65536,3989,100,52.408176605,29.812037084,11.691948495,27.939880896,.080940671,82323,1097251696,182153,103601968
65536,4001,100,52.408176605,29.812037084,11.636928465,27.781387333,.073638903,82323,1097251696,182153,103601968
65536,4003,100,52.408176605,29.812037084,11.821355802,27.827649273,.052790027,82323,1097251696,182153,103601968
65536,4007,100,52.408176605,29.812037084,11.693827058,27.767321410,.049078181,82323,1097251696,182153,103601968
65536,4013,100,52.408176605,29.812037084,11.858223085,27.797771752,.025512257,82323,1097251696,182153,103601968
65536,4019,100,52.408176605,29.812037084,11.892897888,27.520237244,.025987809,82323,1097251696,182153,103601968
65536,4021,100,52.408176605,29.812037084,11.679594451,27.784111677,.039095846,82323,1097251696,182153,103601968
65536,4027,100,52.408176605,29.812037084,11.731388558,27.722398168,.033668482,82323,1097251696,182153,103601968
65536,4049,100,52.408176605,29.812037084,11.678182897,27.633715660,.048132758,82323,1097251696,182153,103601968
65536,4051,100,52.408176605,29.812037084,11.763256193,27.998660219,.033742415,82323,1097251696,182153,103601968
16,4057,100,51.648492282,30.093267910,11.868102414,27.948869085,.031571036,82323,1097251696,182153,103601968
16,4073,100,51.648492282,30.093267910,11.681027422,27.796694947,.032551255,82323,1097251696,182153,103601968
16,4079,100,51.648492282,30.093267910,12.006207249,27.611898269,.030759340,82323,1097251696,182153,103601968
16,4091,100,51.648492282,30.093267910,11.608721552,28.040887606,.065565391,82323,1097251696,182153,103601968
16,4093,100,51.648492282,30.093267910,11.710768231,27.665741917,.064330538,82323,1097251696,182153,103601968
16,4099,100,51.648492282,30.093267910,11.785687624,28.229406261,.031739699,82323,1097251696,182153,103601968
16,4111,100,51.648492282,30.093267910,11.661153028,27.629851652,.030594356,82323,1097251696,182153,103601968
16,4127,100,51.648492282,30.093267910,11.691699542,27.815244333,.028489155,82323,1097251696,182153,103601968
16,4129,100,51.648492282,30.093267910,11.721031817,27.756144362,.039576821,82323,1097251696,182153,103601968
16,4133,100,51.648492282,30.093267910,11.882144411,28.220306095,.028685158,82323,1097251696,182153,103601968
16,4139,100,51.648492282,30.093267910,11.690363716,27.971703318,.054168474,82323,1097251696,182153,103601968
16,4153,100,51.648492282,30.093267910,11.719409562,27.827438591,.028731275,82323,1097251696,182153,103601968
16,4157,100,51.648492282,30.093267910,11.708116494,27.900457518,.028974268,82323,1097251696,182153,103601968
16,4159,100,51.648492282,30.093267910,11.711193914,28.039313688,.030148085,82323,1097251696,182153,103601968
16,4177,100,51.648492282,30.093267910,11.982847413,27.752457894,.032112308,82323,1097251696,182153,103601968
16,4201,100,51.648492282,30.093267910,11.759021506,27.726529497,.036408646,82323,1097251696,182153,103601968
16,4211,100,51.648492282,30.093267910,11.762121768,27.819976373,.029188287,82323,1097251696,182153,103601968
16,4217,100,51.648492282,30.093267910,11.717622115,27.626891356,.061787114,82323,1097251696,182153,103601968
16,4219,100,51.648492282,30.093267910,11.789716218,27.911602064,.026405735,82323,1097251696,182153,103601968
16,4229,100,51.648492282,30.093267910,11.718260218,27.635422267,.028506618,82323,1097251696,182153,103601968
256,4057,100,51.648492282,30.093267910,11.698147003,27.829552923,.031348113,82323,1097251696,182153,103601968
256,4073,100,51.648492282,30.093267910,11.649546337,27.870279305,.031530270,82323,1097251696,182153,103601968
256,4079,100,51.648492282,30.093267910,11.712012971,28.090399496,.028335922,82323,1097251696,182153,103601968
256,4091,100,51.648492282,30.093267910,11.744155474,28.004431037,.030583325,82323,1097251696,182153,103601968
256,4093,100,51.648492282,30.093267910,11.763881391,27.926932478,.031972260,82323,1097251696,182153,103601968
256,4099,100,51.648492282,30.093267910,11.746209360,27.922319903,.057629279,82323,1097251696,182153,103601968
256,4111,100,51.648492282,30.093267910,11.655384783,27.913719495,.062089788,82323,1097251696,182153,103601968
256,4127,100,51.648492282,30.093267910,11.863885166,27.935689838,.029280582,82323,1097251696,182153,103601968
256,4129,100,51.648492282,30.093267910,12.012228004,27.811684886,.023885442,82323,1097251696,182153,103601968
256,4133,100,51.648492282,30.093267910,11.604034035,28.033690652,.028582852,82323,1097251696,182153,103601968
256,4139,100,51.648492282,30.093267910,11.681462981,27.947867212,.058004192,82323,1097251696,182153,103601968
256,4153,100,51.648492282,30.093267910,11.709943779,28.299425760,.022031559,82323,1097251696,182153,103601968
256,4157,100,51.648492282,30.093267910,11.716948292,27.951619376,.030545492,82323,1097251696,182153,103601968
256,4159,100,51.648492282,30.093267910,11.680692630,28.233997317,.030611688,82323,1097251696,182153,103601968
256,4177,100,51.648492282,30.093267910,11.818588881,27.922323455,.029904440,82323,1097251696,182153,103601968
256,4201,100,51.648492282,30.093267910,11.766108717,27.850192324,.060254019,82323,1097251696,182153,103601968
256,4211,100,51.648492282,30.093267910,11.687144057,27.844281090,.030227747,82323,1097251696,182153,103601968
256,4217,100,51.648492282,30.093267910,11.648171828,27.819758955,.053508516,82323,1097251696,182153,103601968
256,4219,100,51.648492282,30.093267910,11.845961851,27.890368226,.028177490,82323,1097251696,182153,103601968
256,4229,100,51.648492282,30.093267910,11.836857894,27.844195076,.074066197,82323,1097251696,182153,103601968
65536,4057,100,51.648492282,30.093267910,11.661357713,27.728881014,.027091681,82323,1097251696,182153,103601968
65536,4073,100,51.648492282,30.093267910,11.774400537,27.868738062,.033849147,82323,1097251696,182153,103601968
65536,4079,100,51.648492282,30.093267910,11.954123113,27.757494375,.027475011,82323,1097251696,182153,103601968
65536,4091,100,51.648492282,30.093267910,11.781923609,28.260600176,.032596220,82323,1097251696,182153,103601968
65536,4093,100,51.648492282,30.093267910,11.587029802,28.000214119,.154051634,82323,1097251696,182153,103601968
65536,4099,100,51.648492282,30.093267910,11.783262551,27.837592877,.029198916,82323,1097251696,182153,103601968
65536,4111,100,51.648492282,30.093267910,12.084753279,27.831165079,.061963587,82323,1097251696,182153,103601968
65536,4127,100,51.648492282,30.093267910,11.763139688,27.817931014,.031388579,82323,1097251696,182153,103601968
65536,4129,100,51.648492282,30.093267910,11.984611843,28.000331178,.153665810,82323,1097251696,182153,103601968
65536,4133,100,51.648492282,30.093267910,11.849854883,27.663525467,.026634831,82323,1097251696,182153,103601968
65536,4139,100,51.648492282,30.093267910,11.889694976,27.832018870,.196436196,82323,1097251696,182153,103601968
65536,4153,100,51.648492282,30.093267910,11.761783198,27.774433164,.030511838,82323,1097251696,182153,103601968
65536,4157,100,51.648492282,30.093267910,11.676212419,27.918768756,.101169702,82323,1097251696,182153,103601968
65536,4159,100,51.648492282,30.093267910,11.643948292,27.851464212,.147174712,82323,1097251696,182153,103601968
65536,4177,100,51.648492282,30.093267910,11.684074470,27.867277586,.028542186,82323,1097251696,182153,103601968
65536,4201,100,51.648492282,30.093267910,11.755345581,28.343987209,.072535525,82323,1097251696,182153,103601968
65536,4211,100,51.648492282,30.093267910,11.753031553,27.809653963,.027910974,82323,1097251696,182153,103601968
65536,4217,100,51.648492282,30.093267910,11.708867299,27.996432233,.076633703,82323,1097251696,182153,103601968
65536,4219,100,51.648492282,30.093267910,11.702995801,27.775916887,.028315594,82323,1097251696,182153,103601968
65536,4229,100,51.648492282,30.093267910,11.690548664,27.877412706,.086888333,82323,1097251696,182153,103601968
16,4231,100,52.151034797,29.647251521,12.280055247,28.041415952,.067376522,82323,1097251696,182153,103601968
16,4241,100,52.151034797,29.647251521,12.073117971,28.122430888,.026323387,82323,1097251696,182153,103601968
16,4243,100,52.151034797,29.647251521,12.161898247,28.212417285,.031492186,82323,1097251696,182153,103601968
16,4253,100,52.151034797,29.647251521,12.708248310,28.145162534,.053128811,82323,1097251696,182153,103601968
16,4259,100,52.151034797,29.647251521,12.158445605,28.127327649,.027543335,82323,1097251696,182153,103601968
16,4261,100,52.151034797,29.647251521,11.998573671,27.995094159,.047420208,82323,1097251696,182153,103601968
16,4271,100,52.151034797,29.647251521,12.143448041,28.251340003,.019953328,82323,1097251696,182153,103601968
16,4273,100,52.151034797,29.647251521,11.950384593,27.992033767,.027644277,82323,1097251696,182153,103601968
16,4283,100,52.151034797,29.647251521,12.182105184,28.026588400,.026138357,82323,1097251696,182153,103601968
16,4289,100,52.151034797,29.647251521,11.980033327,28.198476164,.031655908,82323,1097251696,182153,103601968
16,4297,100,52.151034797,29.647251521,12.254070311,28.186278456,.037600399,82323,1097251696,182153,103601968
16,4327,100,52.151034797,29.647251521,12.401401807,28.248833545,.060104775,82323,1097251696,182153,103601968
16,4337,100,52.151034797,29.647251521,12.171486519,27.784604975,.025525814,82323,1097251696,182153,103601968
16,4339,100,52.151034797,29.647251521,11.925044059,28.283702095,.019906671,82323,1097251696,182153,103601968
16,4349,100,52.151034797,29.647251521,12.084323369,27.967500933,.026587781,82323,1097251696,182153,103601968
16,4357,100,52.151034797,29.647251521,12.459991183,28.179141796,.025614952,82323,1097251696,182153,103601968
16,4363,100,52.151034797,29.647251521,12.158914096,27.818866935,.025895535,82323,1097251696,182153,103601968
16,4373,100,52.151034797,29.647251521,11.984339092,28.235326851,.019894026,82323,1097251696,182153,103601968
16,4391,100,52.151034797,29.647251521,12.025757311,28.171292184,.025699824,82323,1097251696,182153,103601968
16,4397,100,52.151034797,29.647251521,12.056759265,28.043573368,.025538577,82323,1097251696,182153,103601968
256,4231,100,52.151034797,29.647251521,11.995763822,28.052505764,.026163163,82323,1097251696,182153,103601968
256,4241,100,52.151034797,29.647251521,12.001705547,28.002141957,.022356503,82323,1097251696,182153,103601968
256,4243,100,52.151034797,29.647251521,11.993455229,28.010743130,.026058895,82323,1097251696,182153,103601968
256,4253,100,52.151034797,29.647251521,12.268249296,28.348356415,.025891487,82323,1097251696,182153,103601968
256,4259,100,52.151034797,29.647251521,11.983523995,27.805017660,.024714362,82323,1097251696,182153,103601968
256,4261,100,52.151034797,29.647251521,11.986974860,27.837153851,.026598651,82323,1097251696,182153,103601968
256,4271,100,52.151034797,29.647251521,12.208906772,27.956712586,.026164446,82323,1097251696,182153,103601968
256,4273,100,52.151034797,29.647251521,12.080076134,27.925297406,.025304843,82323,1097251696,182153,103601968
